sequence,batch_code,batch_no,sheet_code,sheet_no,sheet_position,sheet_slot,character_id,filename_png,name,epithet,role,role_display,anime_type,anime_type_display,visible_genre_1,visible_genre_1_display,visible_genre_2,visible_genre_2_display,hidden_genre,hidden_genre_display,overt_hook,hidden_background_hint,coverage_edges_this_member,concept_brief
180,B02,2,S18,18,R2C5,10,g30_secondary_shonen_050,g30_secondary_shonen_050.png,Yara Bennett,The Titan Abyss Blood Wing,secondary,Sidekick,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,vampire,Vampire,A scrappy sidekick concept that overtly sells Kaiju x Cosmic Horror.,"crimson moonlight, gothic windows, candelabras, coffin motifs",cosmic_horror+kaiju | cosmic_horror+vampire | kaiju+vampire,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Driven human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: crimson moonlight, gothic windows, candelabras, coffin motifs. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
181,B02,2,S19,19,R1C1,1,g30_secondary_shonen_051,g30_secondary_shonen_051.png,Aiko Chen,The Beast Underworld Ruin Wing,secondary,Sidekick,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,grimdark,Grimdark,A heroic sidekick concept that overtly sells Monster Taming x Crime.,"war-torn ruins, infernal haze, chains, blackened armor",crime+grimdark | crime+monster_taming | grimdark+monster_taming,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Fearless human character blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: war-torn ruins, infernal haze, chains, blackened armor. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
182,B02,2,S19,19,R1C2,2,g30_secondary_shonen_052,g30_secondary_shonen_052.png,Amara Chen,The Titan Abyss Ruin Wing,secondary,Sidekick,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,grimdark,Grimdark,A hot-blooded sidekick concept that overtly sells Kaiju x Cosmic Horror.,"war-torn ruins, infernal haze, chains, blackened armor",cosmic_horror+grimdark | cosmic_horror+kaiju | grimdark+kaiju,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Scrappy non-human character blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: war-torn ruins, infernal haze, chains, blackened armor. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
183,B02,2,S19,19,R1C3,3,g30_secondary_shonen_053,g30_secondary_shonen_053.png,Ansel Chen,The Gear Portal Beast Wing,secondary,Sidekick,shonen,Shonen,mecha,Mecha,isekai,Isekai,monster_taming,Monster Taming,A resolute sidekick concept that overtly sells Mecha x Isekai.,"creature dens, hatcheries, capture tags, feeding bowls",isekai+monster_taming | mecha+monster_taming,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Heroic demi-human character blending Mecha-driven styling with Isekai-driven styling. Subtle background hint only: creature dens, hatcheries, capture tags, feeding bowls. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
184,B02,2,S19,19,R1C4,4,g30_secondary_shonen_054,g30_secondary_shonen_054.png,Arden Chen,The Hearth Terror Dune Wing,secondary,Sidekick,shonen,Shonen,slice,Slice of Life,horror,Horror,arabia,Arabia,A kinetic sidekick concept that overtly sells Slice of Life x Horror.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+horror | arabia+slice,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Hot-blooded human character blending Slice of Life-driven styling with Horror-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
185,B02,2,S19,19,R1C5,5,g30_secondary_shonen_055,g30_secondary_shonen_055.png,Ari Chen,The Heart Arena Dune Wing,secondary,Sidekick,shonen,Shonen,romance,Romance,sports,Sports,arabia,Arabia,A battle-ready sidekick concept that overtly sells Romance x Sports.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+romance | arabia+sports,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Resolute human character blending Romance-driven styling with Sports-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
186,B02,2,S19,19,R2C1,6,g30_secondary_shonen_056,g30_secondary_shonen_056.png,Asa Chen,The Neon Realm Dune Wing,secondary,Sidekick,shonen,Shonen,cyber,Cyber,fantasy,Fantasy,arabia,Arabia,A driven sidekick concept that overtly sells Cyber x Fantasy.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+cyber | arabia+fantasy,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Kinetic non-human character blending Cyber-driven styling with Fantasy-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
187,B02,2,S19,19,R2C2,7,g30_secondary_shonen_057,g30_secondary_shonen_057.png,Asha Chen,The Stage Cipher Dune Wing,secondary,Sidekick,shonen,Shonen,idol,Idol,mystery,Mystery,arabia,Arabia,A fearless sidekick concept that overtly sells Idol x Mystery.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+idol | arabia+mystery,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Battle-ready demi-human character blending Idol-driven styling with Mystery-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
188,B02,2,S19,19,R2C3,8,g30_secondary_shonen_058,g30_secondary_shonen_058.png,Cass Chen,The Mirth Kitchen Dune Wing,secondary,Sidekick,shonen,Shonen,comedy,Comedy,cooking,Cooking,arabia,Arabia,A scrappy sidekick concept that overtly sells Comedy x Cooking.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+comedy | arabia+cooking,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Driven human character blending Comedy-driven styling with Cooking-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
189,B02,2,S19,19,R2C4,9,g30_secondary_shonen_059,g30_secondary_shonen_059.png,Cassia Chen,The Command Spirit Dune Wing,secondary,Sidekick,shonen,Shonen,military,Military,supernatural,Supernatural,arabia,Arabia,A heroic sidekick concept that overtly sells Military x Supernatural.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+military | arabia+supernatural,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Fearless human character blending Military-driven styling with Supernatural-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
190,B02,2,S19,19,R2C5,10,g30_secondary_shonen_060,g30_secondary_shonen_060.png,Dara Chen,The Void Charm Dune Wing,secondary,Sidekick,shonen,Shonen,space,Space,magical,Magical,arabia,Arabia,A hot-blooded sidekick concept that overtly sells Space x Magical.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+magical | arabia+space,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Scrappy non-human character blending Space-driven styling with Magical-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
191,B02,2,S20,20,R1C1,1,g30_secondary_shonen_061,g30_secondary_shonen_061.png,Eira Chen,The Wild Corsair Dune Wing,secondary,Sidekick,shonen,Shonen,survival,Survival,pirate,Pirate,arabia,Arabia,A resolute sidekick concept that overtly sells Survival x Pirate.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+pirate | arabia+survival,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Heroic demi-human character blending Survival-driven styling with Pirate-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
192,B02,2,S20,20,R1C2,2,g30_secondary_shonen_062,g30_secondary_shonen_062.png,Elian Chen,The Fist Myth Dune Wing,secondary,Sidekick,shonen,Shonen,martial,Martial Arts,mythology,Mythology,arabia,Arabia,A kinetic sidekick concept that overtly sells Martial Arts x Mythology.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+martial | arabia+mythology,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Hot-blooded human character blending Martial Arts-driven styling with Mythology-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
193,B02,2,S20,20,R1C3,3,g30_secondary_shonen_063,g30_secondary_shonen_063.png,Emi Chen,The North Blade Dune Wing,secondary,Sidekick,shonen,Shonen,nordic,Nordic,samurai,Samurai,arabia,Arabia,A battle-ready sidekick concept that overtly sells Nordic x Samurai.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+nordic | arabia+samurai,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Resolute human character blending Nordic-driven styling with Samurai-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
194,B02,2,S20,20,R1C4,4,g30_secondary_shonen_064,g30_secondary_shonen_064.png,Farah Chen,The Shadow Blood Dune Wing,secondary,Sidekick,shonen,Shonen,shinobi,Shinobi,vampire,Vampire,arabia,Arabia,A driven sidekick concept that overtly sells Shinobi x Vampire.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+shinobi | arabia+vampire,"A memorable supporting fighter or strategist who complements the lead without reading as generic. Kinetic non-human character blending Shinobi-driven styling with Vampire-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
